geofips,geoname,year,per_capita_personal_income_usd
28031,"Covington, MS",2019,38304.0
28031,"Covington, MS",2020,39626.0
28031,"Covington, MS",2021,44577.0
28031,"Covington, MS",2022,47343.0
28031,"Covington, MS",2023,47626.0
28031,"Covington, MS",2024,52277.0
28033,"DeSoto, MS",2019,43856.0
28033,"DeSoto, MS",2020,47077.0
28033,"DeSoto, MS",2021,52231.0
28033,"DeSoto, MS",2022,52752.0
28033,"DeSoto, MS",2023,55084.0
28033,"DeSoto, MS",2024,57305.0
28035,"Forrest, MS",2019,36470.0
28035,"Forrest, MS",2020,39968.0
28035,"Forrest, MS",2021,44119.0
28035,"Forrest, MS",2022,42940.0
28035,"Forrest, MS",2023,45741.0
28035,"Forrest, MS",2024,47943.0
28037,"Franklin, MS",2019,36160.0
28037,"Franklin, MS",2020,38865.0
28037,"Franklin, MS",2021,41162.0
28037,"Franklin, MS",2022,40733.0
28037,"Franklin, MS",2023,43034.0
28037,"Franklin, MS",2024,46415.0
28039,"George, MS",2019,34191.0
28039,"George, MS",2020,37795.0
28039,"George, MS",2021,39915.0
28039,"George, MS",2022,39539.0
28039,"George, MS",2023,41084.0
28039,"George, MS",2024,42638.0
28041,"Greene, MS",2019,28619.0
28041,"Greene, MS",2020,31711.0
28041,"Greene, MS",2021,33544.0
28041,"Greene, MS",2022,33776.0
28041,"Greene, MS",2023,33657.0
28041,"Greene, MS",2024,35700.0
28043,"Grenada, MS",2019,35449.0
28043,"Grenada, MS",2020,38810.0
28043,"Grenada, MS",2021,43536.0
28043,"Grenada, MS",2022,42253.0
28043,"Grenada, MS",2023,44409.0
28043,"Grenada, MS",2024,46619.0
28045,"Hancock, MS",2019,37898.0
28045,"Hancock, MS",2020,40600.0
28045,"Hancock, MS",2021,45161.0
28045,"Hancock, MS",2022,45472.0
28045,"Hancock, MS",2023,48269.0
28045,"Hancock, MS",2024,50489.0
28047,"Harrison, MS",2019,38060.0
28047,"Harrison, MS",2020,41712.0
28047,"Harrison, MS",2021,46616.0
28047,"Harrison, MS",2022,45764.0
28047,"Harrison, MS",2023,48945.0
28047,"Harrison, MS",2024,50986.0
28049,"Hinds, MS",2019,40117.0
28049,"Hinds, MS",2020,44458.0
28049,"Hinds, MS",2021,47720.0
28049,"Hinds, MS",2022,48589.0
28049,"Hinds, MS",2023,51876.0
28049,"Hinds, MS",2024,54448.0
28051,"Holmes, MS",2019,29464.0
28051,"Holmes, MS",2020,33006.0
28051,"Holmes, MS",2021,37350.0
28051,"Holmes, MS",2022,35336.0
28051,"Holmes, MS",2023,38530.0
28051,"Holmes, MS",2024,40609.0
28053,"Humphreys, MS",2019,34334.0
28053,"Humphreys, MS",2020,39298.0
28053,"Humphreys, MS",2021,44141.0
28053,"Humphreys, MS",2022,41242.0
28053,"Humphreys, MS",2023,44359.0
28053,"Humphreys, MS",2024,44425.0
28055,"Issaquena, MS",2019,25070.0
28055,"Issaquena, MS",2020,30411.0
28055,"Issaquena, MS",2021,36528.0
28055,"Issaquena, MS",2022,32815.0
28055,"Issaquena, MS",2023,35975.0
28055,"Issaquena, MS",2024,27264.0
28057,"Itawamba, MS",2019,35450.0
28057,"Itawamba, MS",2020,38912.0
28057,"Itawamba, MS",2021,41913.0
28057,"Itawamba, MS",2022,41029.0
28057,"Itawamba, MS",2023,42609.0
28057,"Itawamba, MS",2024,44473.0
28059,"Jackson, MS",2019,38526.0
28059,"Jackson, MS",2020,41526.0
28059,"Jackson, MS",2021,46091.0
28059,"Jackson, MS",2022,45306.0
28059,"Jackson, MS",2023,48268.0
28059,"Jackson, MS",2024,50536.0
28061,"Jasper, MS",2019,41010.0
28061,"Jasper, MS",2020,41544.0
28061,"Jasper, MS",2021,45755.0
28061,"Jasper, MS",2022,46777.0
28061,"Jasper, MS",2023,46297.0
28061,"Jasper, MS",2024,50873.0
28063,"Jefferson, MS",2019,33842.0
28063,"Jefferson, MS",2020,36852.0
28063,"Jefferson, MS",2021,39911.0
28063,"Jefferson, MS",2022,39403.0
28063,"Jefferson, MS",2023,42179.0
28063,"Jefferson, MS",2024,45002.0
28065,"Jefferson Davis, MS",2019,30029.0
28065,"Jefferson Davis, MS",2020,33096.0
28065,"Jefferson Davis, MS",2021,36962.0
28065,"Jefferson Davis, MS",2022,37959.0
28065,"Jefferson Davis, MS",2023,39439.0
28065,"Jefferson Davis, MS",2024,42660.0
28067,"Jones, MS",2019,38860.0
28067,"Jones, MS",2020,40914.0
28067,"Jones, MS",2021,45029.0
28067,"Jones, MS",2022,47982.0
28067,"Jones, MS",2023,49007.0
28067,"Jones, MS",2024,51824.0
28069,"Kemper, MS",2019,31988.0
28069,"Kemper, MS",2020,36075.0
28069,"Kemper, MS",2021,38668.0
28069,"Kemper, MS",2022,37198.0
28069,"Kemper, MS",2023,39321.0
28069,"Kemper, MS",2024,41684.0
28071,"Lafayette, MS",2019,42595.0
28071,"Lafayette, MS",2020,45806.0
28071,"Lafayette, MS",2021,48987.0
28071,"Lafayette, MS",2022,49141.0
28071,"Lafayette, MS",2023,52663.0
28071,"Lafayette, MS",2024,55457.0
28073,"Lamar, MS",2019,41279.0
28073,"Lamar, MS",2020,43788.0
28073,"Lamar, MS",2021,48568.0
28073,"Lamar, MS",2022,49644.0
28073,"Lamar, MS",2023,51784.0
28073,"Lamar, MS",2024,54455.0
28075,"Lauderdale, MS",2019,40185.0
28075,"Lauderdale, MS",2020,43854.0
28075,"Lauderdale, MS",2021,47404.0
28075,"Lauderdale, MS",2022,47206.0
28075,"Lauderdale, MS",2023,50830.0
28075,"Lauderdale, MS",2024,53272.0
28077,"Lawrence, MS",2019,36688.0
28077,"Lawrence, MS",2020,38232.0
28077,"Lawrence, MS",2021,43355.0
28077,"Lawrence, MS",2022,44844.0
28077,"Lawrence, MS",2023,46694.0
28077,"Lawrence, MS",2024,51006.0
28079,"Leake, MS",2019,34108.0
28079,"Leake, MS",2020,34821.0
28079,"Leake, MS",2021,40433.0
28079,"Leake, MS",2022,41853.0
28079,"Leake, MS",2023,41202.0
28079,"Leake, MS",2024,44888.0
28081,"Lee, MS",2019,44117.0
28081,"Lee, MS",2020,47124.0
28081,"Lee, MS",2021,52875.0
28081,"Lee, MS",2022,51917.0
28081,"Lee, MS",2023,53910.0
28081,"Lee, MS",2024,56315.0
28083,"Leflore, MS",2019,38184.0
28083,"Leflore, MS",2020,42171.0
28083,"Leflore, MS",2021,50067.0
28083,"Leflore, MS",2022,48537.0
28083,"Leflore, MS",2023,51813.0
28083,"Leflore, MS",2024,52765.0
28085,"Lincoln, MS",2019,38938.0
28085,"Lincoln, MS",2020,41497.0
28085,"Lincoln, MS",2021,44626.0
28085,"Lincoln, MS",2022,45351.0
28085,"Lincoln, MS",2023,48015.0
28085,"Lincoln, MS",2024,50714.0
28087,"Lowndes, MS",2019,40193.0
28087,"Lowndes, MS",2020,43522.0
28087,"Lowndes, MS",2021,48117.0
28087,"Lowndes, MS",2022,48381.0
28087,"Lowndes, MS",2023,51188.0
28087,"Lowndes, MS",2024,54109.0
28089,"Madison, MS",2019,64546.0
28089,"Madison, MS",2020,68742.0
28089,"Madison, MS",2021,78010.0
28089,"Madison, MS",2022,80425.0
28089,"Madison, MS",2023,86326.0
28089,"Madison, MS",2024,90668.0
28091,"Marion, MS",2019,38098.0
28091,"Marion, MS",2020,39395.0
28091,"Marion, MS",2021,41338.0
28091,"Marion, MS",2022,40708.0
28091,"Marion, MS",2023,43187.0
28091,"Marion, MS",2024,46545.0
28093,"Marshall, MS",2019,36514.0
28093,"Marshall, MS",2020,40234.0
28093,"Marshall, MS",2021,45084.0
28093,"Marshall, MS",2022,44114.0
28093,"Marshall, MS",2023,46355.0
28093,"Marshall, MS",2024,48141.0
28095,"Monroe, MS",2019,37179.0
28095,"Monroe, MS",2020,40718.0
28095,"Monroe, MS",2021,44679.0
28095,"Monroe, MS",2022,43161.0
28095,"Monroe, MS",2023,44737.0
28095,"Monroe, MS",2024,46700.0
28097,"Montgomery, MS",2019,34575.0
28097,"Montgomery, MS",2020,38211.0
28097,"Montgomery, MS",2021,42578.0
28097,"Montgomery, MS",2022,41406.0
28097,"Montgomery, MS",2023,43513.0
28097,"Montgomery, MS",2024,45706.0
28099,"Neshoba, MS",2019,37848.0
28099,"Neshoba, MS",2020,40073.0
28099,"Neshoba, MS",2021,45296.0
28099,"Neshoba, MS",2022,46586.0
28099,"Neshoba, MS",2023,46850.0
28099,"Neshoba, MS",2024,49561.0
28101,"Newton, MS",2019,35404.0
28101,"Newton, MS",2020,36823.0
28101,"Newton, MS",2021,41806.0
28101,"Newton, MS",2022,40943.0
28101,"Newton, MS",2023,41769.0
28101,"Newton, MS",2024,44194.0
28103,"Noxubee, MS",2019,34506.0
28103,"Noxubee, MS",2020,37575.0
28103,"Noxubee, MS",2021,45141.0
28103,"Noxubee, MS",2022,42937.0
28103,"Noxubee, MS",2023,45638.0
28103,"Noxubee, MS",2024,47881.0
28105,"Oktibbeha, MS",2019,34014.0
28105,"Oktibbeha, MS",2020,36635.0
28105,"Oktibbeha, MS",2021,40122.0
28105,"Oktibbeha, MS",2022,39632.0
28105,"Oktibbeha, MS",2023,42361.0
28105,"Oktibbeha, MS",2024,44064.0
28107,"Panola, MS",2019,34268.0
28107,"Panola, MS",2020,38767.0
28107,"Panola, MS",2021,42621.0
28107,"Panola, MS",2022,41373.0
28107,"Panola, MS",2023,43189.0
28107,"Panola, MS",2024,45138.0
28109,"Pearl River, MS",2019,37931.0
28109,"Pearl River, MS",2020,39851.0
28109,"Pearl River, MS",2021,43804.0
28109,"Pearl River, MS",2022,43828.0
28109,"Pearl River, MS",2023,46595.0
28109,"Pearl River, MS",2024,49050.0
28111,"Perry, MS",2019,33310.0
28111,"Perry, MS",2020,35718.0
28111,"Perry, MS",2021,38044.0
28111,"Perry, MS",2022,37116.0
28111,"Perry, MS",2023,40720.0
28111,"Perry, MS",2024,43179.0
28113,"Pike, MS",2019,31357.0
28113,"Pike, MS",2020,34037.0
28113,"Pike, MS",2021,38237.0
28113,"Pike, MS",2022,36981.0
28113,"Pike, MS",2023,39771.0
28113,"Pike, MS",2024,42327.0
28115,"Pontotoc, MS",2019,35127.0
28115,"Pontotoc, MS",2020,38575.0
28115,"Pontotoc, MS",2021,43091.0
28115,"Pontotoc, MS",2022,41885.0
28115,"Pontotoc, MS",2023,42699.0
28115,"Pontotoc, MS",2024,44345.0
28117,"Prentiss, MS",2019,32048.0
28117,"Prentiss, MS",2020,35310.0
28117,"Prentiss, MS",2021,38466.0
28117,"Prentiss, MS",2022,37799.0
28117,"Prentiss, MS",2023,39550.0
28117,"Prentiss, MS",2024,41034.0
28119,"Quitman, MS",2019,31711.0
28119,"Quitman, MS",2020,35708.0
28119,"Quitman, MS",2021,42854.0
28119,"Quitman, MS",2022,41967.0
28119,"Quitman, MS",2023,44692.0
28119,"Quitman, MS",2024,42946.0
28121,"Rankin, MS",2019,45156.0
28121,"Rankin, MS",2020,48246.0
28121,"Rankin, MS",2021,53135.0
28121,"Rankin, MS",2022,53768.0
28121,"Rankin, MS",2023,56989.0
28121,"Rankin, MS",2024,59953.0
28123,"Scott, MS",2019,31790.0
28123,"Scott, MS",2020,33271.0
28123,"Scott, MS",2021,38332.0
28123,"Scott, MS",2022,38390.0
28123,"Scott, MS",2023,39447.0
28123,"Scott, MS",2024,41946.0
28125,"Sharkey, MS",2019,36660.0
28125,"Sharkey, MS",2020,43490.0
28125,"Sharkey, MS",2021,53773.0
28125,"Sharkey, MS",2022,53591.0
28125,"Sharkey, MS",2023,58725.0
28125,"Sharkey, MS",2024,55707.0
28127,"Simpson, MS",2019,38502.0
28127,"Simpson, MS",2020,40645.0
28127,"Simpson, MS",2021,44998.0
28127,"Simpson, MS",2022,46050.0
28127,"Simpson, MS",2023,48139.0
28127,"Simpson, MS",2024,51041.0
28129,"Smith, MS",2019,39700.0
28129,"Smith, MS",2020,40417.0
28129,"Smith, MS",2021,45415.0
28129,"Smith, MS",2022,48238.0
28129,"Smith, MS",2023,47768.0
28129,"Smith, MS",2024,52922.0
28131,"Stone, MS",2019,34480.0
28131,"Stone, MS",2020,36994.0
28131,"Stone, MS",2021,39502.0
28131,"Stone, MS",2022,39642.0
28131,"Stone, MS",2023,41889.0
28131,"Stone, MS",2024,43435.0
28133,"Sunflower, MS",2019,29601.0
28133,"Sunflower, MS",2020,33944.0
28133,"Sunflower, MS",2021,39130.0
28133,"Sunflower, MS",2022,37660.0
28133,"Sunflower, MS",2023,40658.0
28133,"Sunflower, MS",2024,41489.0
28135,"Tallahatchie, MS",2019,31869.0
28135,"Tallahatchie, MS",2020,35930.0
28135,"Tallahatchie, MS",2021,44424.0
28135,"Tallahatchie, MS",2022,43054.0
28135,"Tallahatchie, MS",2023,46476.0
28135,"Tallahatchie, MS",2024,50077.0
28137,"Tate, MS",2019,37984.0
28137,"Tate, MS",2020,41018.0
28137,"Tate, MS",2021,45129.0
28137,"Tate, MS",2022,44670.0
28137,"Tate, MS",2023,47273.0
28137,"Tate, MS",2024,48572.0
28139,"Tippah, MS",2019,37946.0
28139,"Tippah, MS",2020,42464.0
28139,"Tippah, MS",2021,44754.0
28139,"Tippah, MS",2022,43075.0
28139,"Tippah, MS",2023,46275.0
28139,"Tippah, MS",2024,48157.0
28141,"Tishomingo, MS",2019,35865.0
28141,"Tishomingo, MS",2020,39119.0
28141,"Tishomingo, MS",2021,42080.0
28141,"Tishomingo, MS",2022,42281.0
28141,"Tishomingo, MS",2023,45640.0
28141,"Tishomingo, MS",2024,47200.0
28143,"Tunica, MS",2019,33514.0
28143,"Tunica, MS",2020,38879.0
28143,"Tunica, MS",2021,43560.0
28143,"Tunica, MS",2022,45810.0
28143,"Tunica, MS",2023,47633.0
28143,"Tunica, MS",2024,47310.0
28145,"Union, MS",2019,35262.0
28145,"Union, MS",2020,38000.0
28145,"Union, MS",2021,41802.0
28145,"Union, MS",2022,41233.0
28145,"Union, MS",2023,42402.0
28145,"Union, MS",2024,44305.0
28147,"Walthall, MS",2019,33122.0
28147,"Walthall, MS",2020,34872.0
28147,"Walthall, MS",2021,38878.0
28147,"Walthall, MS",2022,38107.0
28147,"Walthall, MS",2023,39302.0
28147,"Walthall, MS",2024,42077.0
28149,"Warren, MS",2019,40838.0
28149,"Warren, MS",2020,45004.0
28149,"Warren, MS",2021,49017.0
28149,"Warren, MS",2022,49373.0
28149,"Warren, MS",2023,51995.0
28149,"Warren, MS",2024,54294.0
28151,"Washington, MS",2019,36556.0
28151,"Washington, MS",2020,41188.0
28151,"Washington, MS",2021,46008.0
28151,"Washington, MS",2022,45448.0
28151,"Washington, MS",2023,48488.0
28151,"Washington, MS",2024,50860.0
28153,"Wayne, MS",2019,36961.0
28153,"Wayne, MS",2020,38067.0
28153,"Wayne, MS",2021,43196.0
28153,"Wayne, MS",2022,45305.0
28153,"Wayne, MS",2023,44754.0
28153,"Wayne, MS",2024,48666.0
28155,"Webster, MS",2019,38763.0
28155,"Webster, MS",2020,41751.0
28155,"Webster, MS",2021,45333.0
28155,"Webster, MS",2022,44285.0
28155,"Webster, MS",2023,46813.0
28155,"Webster, MS",2024,48459.0
28157,"Wilkinson, MS",2019,30209.0
28157,"Wilkinson, MS",2020,34201.0
28157,"Wilkinson, MS",2021,37165.0
28157,"Wilkinson, MS",2022,35463.0
28157,"Wilkinson, MS",2023,39292.0
28157,"Wilkinson, MS",2024,41354.0
28159,"Winston, MS",2019,36263.0
28159,"Winston, MS",2020,39087.0
28159,"Winston, MS",2021,43798.0
28159,"Winston, MS",2022,43394.0
28159,"Winston, MS",2023,46025.0
28159,"Winston, MS",2024,48812.0
28161,"Yalobusha, MS",2019,36946.0
28161,"Yalobusha, MS",2020,40350.0
28161,"Yalobusha, MS",2021,43121.0
28161,"Yalobusha, MS",2022,41921.0
28161,"Yalobusha, MS",2023,44188.0
28161,"Yalobusha, MS",2024,45161.0
28163,"Yazoo, MS",2019,28715.0
28163,"Yazoo, MS",2020,33918.0
28163,"Yazoo, MS",2021,39568.0
28163,"Yazoo, MS",2022,38350.0
28163,"Yazoo, MS",2023,41569.0
28163,"Yazoo, MS",2024,45407.0
29001,"Adair, MO",2019,32991.0
29001,"Adair, MO",2020,35771.0
29001,"Adair, MO",2021,37967.0
29001,"Adair, MO",2022,37154.0
29001,"Adair, MO",2023,39985.0
29001,"Adair, MO",2024,41212.0
29003,"Andrew, MO",2019,44035.0
29003,"Andrew, MO",2020,47463.0
29003,"Andrew, MO",2021,50785.0
29003,"Andrew, MO",2022,52012.0
29003,"Andrew, MO",2023,54459.0
29003,"Andrew, MO",2024,56586.0
29005,"Atchison, MO",2019,44630.0
29005,"Atchison, MO",2020,49782.0
29005,"Atchison, MO",2021,54117.0
29005,"Atchison, MO",2022,56885.0
29005,"Atchison, MO",2023,56844.0
29005,"Atchison, MO",2024,53911.0
29007,"Audrain, MO",2019,37802.0
29007,"Audrain, MO",2020,41256.0
29007,"Audrain, MO",2021,43957.0
29007,"Audrain, MO",2022,46011.0
29007,"Audrain, MO",2023,48966.0
29007,"Audrain, MO",2024,49041.0
29009,"Barry, MO",2019,36167.0
29009,"Barry, MO",2020,38730.0
29009,"Barry, MO",2021,42164.0
29009,"Barry, MO",2022,45003.0
29009,"Barry, MO",2023,45686.0
29009,"Barry, MO",2024,47374.0
29011,"Barton, MO",2019,35912.0
29011,"Barton, MO",2020,41082.0
29011,"Barton, MO",2021,42957.0
29011,"Barton, MO",2022,45706.0
29011,"Barton, MO",2023,47297.0
29011,"Barton, MO",2024,47739.0
29013,"Bates, MO",2019,40576.0
29013,"Bates, MO",2020,44772.0
29013,"Bates, MO",2021,47677.0
29013,"Bates, MO",2022,48561.0
29013,"Bates, MO",2023,52153.0
29013,"Bates, MO",2024,52804.0
29015,"Benton, MO",2019,39000.0
29015,"Benton, MO",2020,41104.0
29015,"Benton, MO",2021,43514.0
29015,"Benton, MO",2022,44220.0
29015,"Benton, MO",2023,46448.0
29015,"Benton, MO",2024,48570.0
29017,"Bollinger, MO",2019,37885.0
29017,"Bollinger, MO",2020,42326.0
29017,"Bollinger, MO",2021,45360.0
29017,"Bollinger, MO",2022,46190.0
29017,"Bollinger, MO",2023,48783.0
29017,"Bollinger, MO",2024,49617.0
29019,"Boone, MO",2019,48595.0
29019,"Boone, MO",2020,50822.0
29019,"Boone, MO",2021,54731.0
29019,"Boone, MO",2022,56139.0
29019,"Boone, MO",2023,59152.0
29019,"Boone, MO",2024,62123.0
29021,"Buchanan, MO",2019,40520.0
29021,"Buchanan, MO",2020,43834.0
29021,"Buchanan, MO",2021,46894.0
29021,"Buchanan, MO",2022,48876.0
29021,"Buchanan, MO",2023,52450.0
29021,"Buchanan, MO",2024,54306.0
29023,"Butler, MO",2019,36046.0
29023,"Butler, MO",2020,40797.0
29023,"Butler, MO",2021,43553.0
29023,"Butler, MO",2022,43274.0
29023,"Butler, MO",2023,46160.0
29023,"Butler, MO",2024,47775.0
29025,"Caldwell, MO",2019,39722.0
29025,"Caldwell, MO",2020,42727.0
29025,"Caldwell, MO",2021,45469.0
29025,"Caldwell, MO",2022,46050.0
29025,"Caldwell, MO",2023,47815.0
29025,"Caldwell, MO",2024,48766.0
29027,"Callaway, MO",2019,40067.0
29027,"Callaway, MO",2020,43451.0
29027,"Callaway, MO",2021,45573.0
29027,"Callaway, MO",2022,46934.0
29027,"Callaway, MO",2023,50433.0
29027,"Callaway, MO",2024,52873.0
29029,"Camden, MO",2019,42005.0
29029,"Camden, MO",2020,46110.0
29029,"Camden, MO",2021,54805.0
29029,"Camden, MO",2022,50912.0
29029,"Camden, MO",2023,55024.0
29029,"Camden, MO",2024,58128.0
29031,"Cape Girardeau, MO",2019,43303.0
29031,"Cape Girardeau, MO",2020,46318.0
29031,"Cape Girardeau, MO",2021,48750.0
29031,"Cape Girardeau, MO",2022,50393.0
29031,"Cape Girardeau, MO",2023,53810.0
29031,"Cape Girardeau, MO",2024,55279.0
29033,"Carroll, MO",2019,47121.0
29033,"Carroll, MO",2020,50921.0
29033,"Carroll, MO",2021,57188.0
29033,"Carroll, MO",2022,60534.0
29033,"Carroll, MO",2023,63184.0
29033,"Carroll, MO",2024,62123.0
29035,"Carter, MO",2019,38801.0
29035,"Carter, MO",2020,42920.0
29035,"Carter, MO",2021,45954.0
29035,"Carter, MO",2022,47047.0
29035,"Carter, MO",2023,50248.0
29035,"Carter, MO",2024,52549.0
29037,"Cass, MO",2019,48531.0
29037,"Cass, MO",2020,51447.0
29037,"Cass, MO",2021,54467.0
29037,"Cass, MO",2022,56575.0
29037,"Cass, MO",2023,60278.0
29037,"Cass, MO",2024,62709.0
29039,"Cedar, MO",2019,31849.0
29039,"Cedar, MO",2020,34568.0
29039,"Cedar, MO",2021,36764.0
29039,"Cedar, MO",2022,37091.0
29039,"Cedar, MO",2023,40602.0
29039,"Cedar, MO",2024,42259.0
29041,"Chariton, MO",2019,44204.0
29041,"Chariton, MO",2020,48184.0
29041,"Chariton, MO",2021,52174.0
29041,"Chariton, MO",2022,52010.0
29041,"Chariton, MO",2023,55950.0
29041,"Chariton, MO",2024,55848.0
29043,"Christian, MO",2019,42582.0
29043,"Christian, MO",2020,45335.0
29043,"Christian, MO",2021,48738.0
29043,"Christian, MO",2022,49775.0
29043,"Christian, MO",2023,53327.0
29043,"Christian, MO",2024,56118.0
29045,"Clark, MO",2019,36855.0
29045,"Clark, MO",2020,41070.0
29045,"Clark, MO",2021,44006.0
29045,"Clark, MO",2022,44984.0
29045,"Clark, MO",2023,47130.0
29045,"Clark, MO",2024,46744.0
29047,"Clay, MO",2019,49112.0
29047,"Clay, MO",2020,52801.0
29047,"Clay, MO",2021,55861.0
29047,"Clay, MO",2022,56764.0
29047,"Clay, MO",2023,59761.0
29047,"Clay, MO",2024,62130.0
29049,"Clinton, MO",2019,42559.0
29049,"Clinton, MO",2020,46099.0
29049,"Clinton, MO",2021,48148.0
29049,"Clinton, MO",2022,50283.0
29049,"Clinton, MO",2023,52803.0
29049,"Clinton, MO",2024,54672.0
29051,"Cole, MO",2019,48120.0
29051,"Cole, MO",2020,52279.0
29051,"Cole, MO",2021,55221.0
29051,"Cole, MO",2022,57022.0
29051,"Cole, MO",2023,61041.0
29051,"Cole, MO",2024,64594.0
29053,"Cooper, MO",2019,40153.0
29053,"Cooper, MO",2020,45788.0
29053,"Cooper, MO",2021,49987.0
29053,"Cooper, MO",2022,51419.0
29053,"Cooper, MO",2023,54403.0
29053,"Cooper, MO",2024,55627.0
29055,"Crawford, MO",2019,36946.0
29055,"Crawford, MO",2020,40005.0
29055,"Crawford, MO",2021,43881.0
29055,"Crawford, MO",2022,45008.0
29055,"Crawford, MO",2023,48857.0
29055,"Crawford, MO",2024,50563.0
29057,"Dade, MO",2019,35465.0
29057,"Dade, MO",2020,38248.0
29057,"Dade, MO",2021,41882.0
29057,"Dade, MO",2022,44419.0
29057,"Dade, MO",2023,46516.0
29057,"Dade, MO",2024,47998.0
29059,"Dallas, MO",2019,33939.0
29059,"Dallas, MO",2020,36175.0
29059,"Dallas, MO",2021,39178.0
29059,"Dallas, MO",2022,40386.0
29059,"Dallas, MO",2023,41984.0
29059,"Dallas, MO",2024,44136.0
29061,"Daviess, MO",2019,33172.0
29061,"Daviess, MO",2020,37010.0
29061,"Daviess, MO",2021,38321.0
29061,"Daviess, MO",2022,38603.0
29061,"Daviess, MO",2023,41732.0
29061,"Daviess, MO",2024,44071.0
29063,"DeKalb, MO",2019,33601.0
29063,"DeKalb, MO",2020,34379.0
29063,"DeKalb, MO",2021,35927.0
29063,"DeKalb, MO",2022,37993.0
29063,"DeKalb, MO",2023,45084.0
29063,"DeKalb, MO",2024,46449.0
29065,"Dent, MO",2019,35874.0
29065,"Dent, MO",2020,39720.0
29065,"Dent, MO",2021,41741.0
29065,"Dent, MO",2022,42323.0
29065,"Dent, MO",2023,45052.0
29065,"Dent, MO",2024,46477.0
29067,"Douglas, MO",2019,32296.0
29067,"Douglas, MO",2020,35647.0
29067,"Douglas, MO",2021,38173.0
29067,"Douglas, MO",2022,37828.0
29067,"Douglas, MO",2023,38843.0
29067,"Douglas, MO",2024,40515.0
29069,"Dunklin, MO",2019,36223.0
29069,"Dunklin, MO",2020,38711.0
29069,"Dunklin, MO",2021,44047.0
29069,"Dunklin, MO",2022,44231.0
29069,"Dunklin, MO",2023,47286.0
29069,"Dunklin, MO",2024,50914.0
29071,"Franklin, MO",2019,45953.0
29071,"Franklin, MO",2020,49005.0
29071,"Franklin, MO",2021,52438.0
29071,"Franklin, MO",2022,53473.0
29071,"Franklin, MO",2023,56740.0
29071,"Franklin, MO",2024,59071.0
29073,"Gasconade, MO",2019,40668.0
29073,"Gasconade, MO",2020,43897.0
29073,"Gasconade, MO",2021,46474.0
29073,"Gasconade, MO",2022,47193.0
29073,"Gasconade, MO",2023,50444.0
29073,"Gasconade, MO",2024,52392.0
29075,"Gentry, MO",2019,45825.0
29075,"Gentry, MO",2020,49316.0
29075,"Gentry, MO",2021,50982.0
29075,"Gentry, MO",2022,48815.0
29075,"Gentry, MO",2023,53063.0
29075,"Gentry, MO",2024,54580.0
29077,"Greene, MO",2019,44825.0
29077,"Greene, MO",2020,47912.0
29077,"Greene, MO",2021,51452.0
29077,"Greene, MO",2022,52534.0
29077,"Greene, MO",2023,55372.0
29077,"Greene, MO",2024,58023.0
29079,"Grundy, MO",2019,34841.0
29079,"Grundy, MO",2020,38795.0
29079,"Grundy, MO",2021,41337.0
29079,"Grundy, MO",2022,41142.0
29079,"Grundy, MO",2023,44475.0
29079,"Grundy, MO",2024,45161.0
29081,"Harrison, MO",2019,37198.0
29081,"Harrison, MO",2020,41401.0
29081,"Harrison, MO",2021,44013.0
29081,"Harrison, MO",2022,44357.0
29081,"Harrison, MO",2023,46833.0
29081,"Harrison, MO",2024,46803.0
29083,"Henry, MO",2019,41637.0
29083,"Henry, MO",2020,45317.0
29083,"Henry, MO",2021,48761.0
29083,"Henry, MO",2022,49801.0
29083,"Henry, MO",2023,52809.0
29083,"Henry, MO",2024,55500.0
29085,"Hickory, MO",2019,33306.0
29085,"Hickory, MO",2020,37227.0
29085,"Hickory, MO",2021,39646.0
29085,"Hickory, MO",2022,39707.0
29085,"Hickory, MO",2023,42696.0
29085,"Hickory, MO",2024,44968.0
29087,"Holt, MO",2019,49724.0
29087,"Holt, MO",2020,56859.0
29087,"Holt, MO",2021,58231.0
29087,"Holt, MO",2022,62460.0
29087,"Holt, MO",2023,65948.0
29087,"Holt, MO",2024,64008.0
29089,"Howard, MO",2019,40561.0
29089,"Howard, MO",2020,43988.0
29089,"Howard, MO",2021,48334.0
29089,"Howard, MO",2022,49728.0
29089,"Howard, MO",2023,52890.0
29089,"Howard, MO",2024,54398.0
29091,"Howell, MO",2019,35465.0
29091,"Howell, MO",2020,38419.0
29091,"Howell, MO",2021,40588.0
29091,"Howell, MO",2022,41224.0
29091,"Howell, MO",2023,44236.0
29091,"Howell, MO",2024,45995.0
29093,"Iron, MO",2019,35359.0
29093,"Iron, MO",2020,38398.0
29093,"Iron, MO",2021,41178.0
29093,"Iron, MO",2022,41775.0
29093,"Iron, MO",2023,44826.0
29093,"Iron, MO",2024,47085.0
29095,"Jackson, MO",2019,46208.0
29095,"Jackson, MO",2020,49485.0
29095,"Jackson, MO",2021,52656.0
29095,"Jackson, MO",2022,54148.0
29095,"Jackson, MO",2023,57870.0
29095,"Jackson, MO",2024,60129.0
29097,"Jasper, MO",2019,39452.0
29097,"Jasper, MO",2020,41172.0
29097,"Jasper, MO",2021,43761.0
29097,"Jasper, MO",2022,44934.0
29097,"Jasper, MO",2023,47425.0
29097,"Jasper, MO",2024,49427.0
29099,"Jefferson, MO",2019,43868.0
29099,"Jefferson, MO",2020,46287.0
