county_fips,cbsa_code,cbsa_title,metro_micro,central_outlying
09130,25540,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,Central
31001,25580,"Hastings, NE",Micropolitan Statistical Area,Central
31035,25580,"Hastings, NE",Micropolitan Statistical Area,Outlying
31181,25580,"Hastings, NE",Micropolitan Statistical Area,Outlying
28035,25620,"Hattiesburg, MS",Metropolitan Statistical Area,Central
28073,25620,"Hattiesburg, MS",Metropolitan Statistical Area,Central
28111,25620,"Hattiesburg, MS",Metropolitan Statistical Area,Outlying
20051,25700,"Hays, KS",Micropolitan Statistical Area,Central
49043,25720,"Heber, UT",Micropolitan Statistical Area,Central
49051,25720,"Heber, UT",Micropolitan Statistical Area,Outlying
30007,25740,"Helena, MT",Metropolitan Statistical Area,Outlying
30043,25740,"Helena, MT",Metropolitan Statistical Area,Outlying
30049,25740,"Helena, MT",Metropolitan Statistical Area,Central
42103,25770,"Hemlock Farms, PA",Micropolitan Statistical Area,Central
21101,25775,"Henderson, KY",Micropolitan Statistical Area,Central
21233,25775,"Henderson, KY",Micropolitan Statistical Area,Outlying
37181,25780,"Henderson, NC",Micropolitan Statistical Area,Central
48117,25820,"Hereford, TX",Micropolitan Statistical Area,Central
41049,25840,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,Outlying
41059,25840,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,Central
42085,25850,"Hermitage, PA",Micropolitan Statistical Area,Central
37003,25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,Outlying
37023,25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,Central
37027,25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,Central
37035,25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,Central
26059,25880,"Hillsdale, MI",Micropolitan Statistical Area,Central
15001,25900,"Hilo-Kailua, HI",Micropolitan Statistical Area,Central
45013,25940,"Hilton Head Island-Bluffton-Port Royal, SC",Metropolitan Statistical Area,Central
45053,25940,"Hilton Head Island-Bluffton-Port Royal, SC",Metropolitan Statistical Area,Outlying
13179,25980,"Hinesville, GA",Metropolitan Statistical Area,Central
13183,25980,"Hinesville, GA",Metropolitan Statistical Area,Outlying
35025,26020,"Hobbs, NM",Micropolitan Statistical Area,Central
26005,26090,"Holland, MI",Micropolitan Statistical Area,Central
12017,26140,"Homosassa Springs, FL",Metropolitan Statistical Area,Central
41027,26220,"Hood River, OR",Micropolitan Statistical Area,Central
05051,26300,"Hot Springs, AR",Metropolitan Statistical Area,Central
26061,26340,"Houghton, MI",Micropolitan Statistical Area,Central
26083,26340,"Houghton, MI",Micropolitan Statistical Area,Outlying
22057,26380,"Houma-Bayou Cane-Thibodaux, LA",Metropolitan Statistical Area,Central
22109,26380,"Houma-Bayou Cane-Thibodaux, LA",Metropolitan Statistical Area,Central
48015,26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,Outlying
48039,26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,Central
48071,26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,Outlying
48157,26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,Central
48167,26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,Outlying
48201,26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,Central
48291,26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,Outlying
48339,26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,Outlying
48407,26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,Outlying
48473,26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,Central
36021,26460,"Hudson, NY",Micropolitan Statistical Area,Central
42061,26500,"Huntingdon, PA",Micropolitan Statistical Area,Central
18069,26540,"Huntington, IN",Micropolitan Statistical Area,Central
21019,26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Central
21043,26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Outlying
21089,26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Central
21127,26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Outlying
39087,26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Central
54011,26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Central
54079,26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Central
54099,26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Central
01083,26620,"Huntsville, AL",Metropolitan Statistical Area,Central
01089,26620,"Huntsville, AL",Metropolitan Statistical Area,Central
48471,26660,"Huntsville, TX",Micropolitan Statistical Area,Central
46005,26700,"Huron, SD",Micropolitan Statistical Area,Central
20155,26740,"Hutchinson, KS",Micropolitan Statistical Area,Central
27085,26780,"Hutchinson, MN",Micropolitan Statistical Area,Central
16019,26820,"Idaho Falls, ID",Metropolitan Statistical Area,Central
16023,26820,"Idaho Falls, ID",Metropolitan Statistical Area,Outlying
16051,26820,"Idaho Falls, ID",Metropolitan Statistical Area,Outlying
42063,26860,"Indiana, PA",Micropolitan Statistical Area,Central
18011,26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,Central
18013,26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,Outlying
18057,26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,Central
18059,26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,Central
18063,26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,Central
18081,26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,Central
18095,26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,Outlying
18097,26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,Central
18109,26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,Central
18145,26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,Outlying
18159,26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,Outlying
19103,26980,"Iowa City, IA",Metropolitan Statistical Area,Central
19183,26980,"Iowa City, IA",Metropolitan Statistical Area,Outlying
26043,27020,"Iron Mountain, MI-WI",Micropolitan Statistical Area,Central
55037,27020,"Iron Mountain, MI-WI",Micropolitan Statistical Area,Outlying
36109,27060,"Ithaca, NY",Metropolitan Statistical Area,Central
26075,27100,"Jackson, MI",Metropolitan Statistical Area,Central
28029,27140,"Jackson, MS",Metropolitan Statistical Area,Outlying
28049,27140,"Jackson, MS",Metropolitan Statistical Area,Central
28051,27140,"Jackson, MS",Metropolitan Statistical Area,Outlying
28089,27140,"Jackson, MS",Metropolitan Statistical Area,Central
28121,27140,"Jackson, MS",Metropolitan Statistical Area,Central
28123,27140,"Jackson, MS",Metropolitan Statistical Area,Outlying
28127,27140,"Jackson, MS",Metropolitan Statistical Area,Outlying
28163,27140,"Jackson, MS",Metropolitan Statistical Area,Outlying
47023,27180,"Jackson, TN",Metropolitan Statistical Area,Outlying
47033,27180,"Jackson, TN",Metropolitan Statistical Area,Outlying
47053,27180,"Jackson, TN",Metropolitan Statistical Area,Outlying
47113,27180,"Jackson, TN",Metropolitan Statistical Area,Central
16081,27220,"Jackson, WY-ID",Micropolitan Statistical Area,Outlying
56039,27220,"Jackson, WY-ID",Micropolitan Statistical Area,Central
12003,27260,"Jacksonville, FL",Metropolitan Statistical Area,Outlying
12019,27260,"Jacksonville, FL",Metropolitan Statistical Area,Central
12031,27260,"Jacksonville, FL",Metropolitan Statistical Area,Central
12089,27260,"Jacksonville, FL",Metropolitan Statistical Area,Outlying
12109,27260,"Jacksonville, FL",Metropolitan Statistical Area,Central
17137,27300,"Jacksonville, IL",Micropolitan Statistical Area,Central
17171,27300,"Jacksonville, IL",Micropolitan Statistical Area,Outlying
37133,27340,"Jacksonville, NC",Metropolitan Statistical Area,Central
48073,27380,"Jacksonville, TX",Micropolitan Statistical Area,Central
38093,27420,"Jamestown, ND",Micropolitan Statistical Area,Central
36013,27460,"Jamestown-Dunkirk, NY",Micropolitan Statistical Area,Central
55105,27500,"Janesville-Beloit, WI",Metropolitan Statistical Area,Central
18037,27540,"Jasper, IN",Micropolitan Statistical Area,Central
13157,27600,"Jefferson, GA",Micropolitan Statistical Area,Central
29027,27620,"Jefferson City, MO",Metropolitan Statistical Area,Outlying
29051,27620,"Jefferson City, MO",Metropolitan Statistical Area,Central
29135,27620,"Jefferson City, MO",Metropolitan Statistical Area,Outlying
29151,27620,"Jefferson City, MO",Metropolitan Statistical Area,Outlying
13305,27700,"Jesup, GA",Micropolitan Statistical Area,Central
47019,27740,"Johnson City, TN",Metropolitan Statistical Area,Central
47171,27740,"Johnson City, TN",Metropolitan Statistical Area,Outlying
47179,27740,"Johnson City, TN",Metropolitan Statistical Area,Central
42021,27780,"Johnstown, PA",Metropolitan Statistical Area,Central
05031,27860,"Jonesboro, AR",Metropolitan Statistical Area,Central
05111,27860,"Jonesboro, AR",Metropolitan Statistical Area,Outlying
20021,27900,"Joplin, MO-KS",Metropolitan Statistical Area,Outlying
29097,27900,"Joplin, MO-KS",Metropolitan Statistical Area,Central
29145,27900,"Joplin, MO-KS",Metropolitan Statistical Area,Outlying
02110,27940,"Juneau, AK",Micropolitan Statistical Area,Central
15005,27980,"Kahului-Wailuku, HI",Metropolitan Statistical Area,Outlying
15009,27980,"Kahului-Wailuku, HI",Metropolitan Statistical Area,Central
26077,28020,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,Central
30029,28060,"Kalispell, MT",Micropolitan Statistical Area,Central
17091,28100,"Kankakee, IL",Metropolitan Statistical Area,Central
20091,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Central
20103,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Outlying
20107,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Outlying
20121,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Outlying
20209,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Central
29013,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Outlying
29025,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Outlying
29037,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Central
29047,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Central
29049,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Outlying
29095,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Central
29107,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Outlying
29165,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Central
29177,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Outlying
15007,28180,"Kapaa, HI",Micropolitan Statistical Area,Central
31019,28260,"Kearney, NE",Micropolitan Statistical Area,Central
31099,28260,"Kearney, NE",Micropolitan Statistical Area,Outlying
33005,28300,"Keene, NH",Micropolitan Statistical Area,Central
18113,28340,"Kendallville, IN",Micropolitan Statistical Area,Central
29069,28380,"Kennett, MO",Micropolitan Statistical Area,Central
53005,28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,Central
53021,28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,Central
55059,28450,"Kenosha, WI",Metropolitan Statistical Area,Central
48265,28500,"Kerrville, TX",Micropolitan Statistical Area,Central
02130,28540,"Ketchikan, AK",Micropolitan Statistical Area,Central
12087,28580,"Key West-Key Largo, FL",Micropolitan Statistical Area,Central
37055,28620,"Kill Devil Hills, NC",Micropolitan Statistical Area,Central
48027,28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Central
48099,28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Central
48281,28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Outlying
13039,28680,"Kingsland, GA",Micropolitan Statistical Area,Central
47073,28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,Central
47163,28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,Central
51169,28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,Outlying
51191,28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,Outlying
51520,28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,Outlying
36111,28740,"Kingston, NY",Metropolitan Statistical Area,Central
48273,28780,"Kingsville, TX",Micropolitan Statistical Area,Central
37107,28820,"Kinston, NC",Micropolitan Statistical Area,Central
29001,28860,"Kirksville, MO",Micropolitan Statistical Area,Central
29197,28860,"Kirksville, MO",Micropolitan Statistical Area,Outlying
36027,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Metropolitan Statistical Area,Central
36071,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Metropolitan Statistical Area,Central
41035,28900,"Klamath Falls, OR",Micropolitan Statistical Area,Central
47001,28940,"Knoxville, TN",Metropolitan Statistical Area,Central
47009,28940,"Knoxville, TN",Metropolitan Statistical Area,Central
47013,28940,"Knoxville, TN",Metropolitan Statistical Area,Outlying
47057,28940,"Knoxville, TN",Metropolitan Statistical Area,Outlying
47093,28940,"Knoxville, TN",Metropolitan Statistical Area,Central
47105,28940,"Knoxville, TN",Metropolitan Statistical Area,Central
47129,28940,"Knoxville, TN",Metropolitan Statistical Area,Outlying
47145,28940,"Knoxville, TN",Metropolitan Statistical Area,Outlying
47173,28940,"Knoxville, TN",Metropolitan Statistical Area,Outlying
18067,29020,"Kokomo, IN",Metropolitan Statistical Area,Central
33001,29060,"Laconia, NH",Micropolitan Statistical Area,Central
27055,29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,Central
55063,29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,Central
55123,29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,Outlying
22001,29180,"Lafayette, LA",Metropolitan Statistical Area,Outlying
22055,29180,"Lafayette, LA",Metropolitan Statistical Area,Central
22099,29180,"Lafayette, LA",Metropolitan Statistical Area,Outlying
22113,29180,"Lafayette, LA",Metropolitan Statistical Area,Outlying
18007,29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,Outlying
18015,29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,Outlying
18157,29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,Central
18171,29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,Outlying
41061,29260,"La Grande, OR",Micropolitan Statistical Area,Central
01017,29300,"LaGrange, GA-AL",Micropolitan Statistical Area,Outlying
13285,29300,"LaGrange, GA-AL",Micropolitan Statistical Area,Central
22019,29340,"Lake Charles, LA",Metropolitan Statistical Area,Central
22023,29340,"Lake Charles, LA",Metropolitan Statistical Area,Outlying
22053,29340,"Lake Charles, LA",Metropolitan Statistical Area,Outlying
12023,29380,"Lake City, FL",Micropolitan Statistical Area,Central
04015,29420,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,Central
12105,29460,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,Central
51137,29470,"Lake of the Woods, VA",Micropolitan Statistical Area,Central
42071,29540,"Lancaster, PA",Metropolitan Statistical Area,Central
26037,29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,Central
26045,29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,Central
26065,29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,Central
56001,29660,"Laramie, WY",Micropolitan Statistical Area,Central
48479,29700,"Laredo, TX",Metropolitan Statistical Area,Central
72081,29720,"Lares, PR",Micropolitan Statistical Area,Central
35013,29740,"Las Cruces, NM",Metropolitan Statistical Area,Central
35033,29780,"Las Vegas, NM",Micropolitan Statistical Area,Outlying
35047,29780,"Las Vegas, NM",Micropolitan Statistical Area,Central
32003,29820,"Las Vegas-Henderson-North Las Vegas, NV",Metropolitan Statistical Area,Central
28061,29860,"Laurel, MS",Micropolitan Statistical Area,Outlying
28067,29860,"Laurel, MS",Micropolitan Statistical Area,Central
37165,29900,"Laurinburg, NC",Micropolitan Statistical Area,Central
20045,29940,"Lawrence, KS",Metropolitan Statistical Area,Central
47099,29980,"Lawrenceburg, TN",Micropolitan Statistical Area,Central
40031,30020,"Lawton, OK",Metropolitan Statistical Area,Central
40033,30020,"Lawton, OK",Metropolitan Statistical Area,Outlying
29105,30060,"Lebanon, MO",Micropolitan Statistical Area,Central
42075,30140,"Lebanon, PA",Metropolitan Statistical Area,Central
33009,30150,"Lebanon-Claremont, NH-VT",Micropolitan Statistical Area,Central
33019,30150,"Lebanon-Claremont, NH-VT",Micropolitan Statistical Area,Outlying
50017,30150,"Lebanon-Claremont, NH-VT",Micropolitan Statistical Area,Outlying
50027,30150,"Lebanon-Claremont, NH-VT",Micropolitan Statistical Area,Central
19149,30180,"Le Mars, IA",Micropolitan Statistical Area,Central
42119,30260,"Lewisburg, PA",Micropolitan Statistical Area,Central
47117,30280,"Lewisburg, TN",Micropolitan Statistical Area,Central
16069,30300,"Lewiston, ID-WA",Metropolitan Statistical Area,Central
53003,30300,"Lewiston, ID-WA",Metropolitan Statistical Area,Central
23001,30340,"Lewiston-Auburn, ME",Metropolitan Statistical Area,Central
42087,30380,"Lewistown, PA",Micropolitan Statistical Area,Central
31047,30420,"Lexington, NE",Micropolitan Statistical Area,Central
31073,30420,"Lexington, NE",Micropolitan Statistical Area,Outlying
21017,30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,Outlying
21049,30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,Outlying
21067,30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,Central
21113,30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,Outlying
21209,30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,Outlying
21239,30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,Outlying
24009,30500,"Lexington Park, MD",Metropolitan Statistical Area,Central
24037,30500,"Lexington Park, MD",Metropolitan Statistical Area,Central
20175,30580,"Liberal, KS",Micropolitan Statistical Area,Central
39003,30620,"Lima, OH",Metropolitan Statistical Area,Central
17107,30660,"Lincoln, IL",Micropolitan Statistical Area,Central
31109,30700,"Lincoln, NE",Metropolitan Statistical Area,Central
31159,30700,"Lincoln, NE",Metropolitan Statistical Area,Outlying
05045,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Outlying
05053,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Outlying
05085,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Central
05105,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Outlying
05119,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Central
05125,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Central
42035,30820,"Lock Haven, PA",Micropolitan Statistical Area,Central
16041,30860,"Logan, UT-ID",Metropolitan Statistical Area,Outlying
49005,30860,"Logan, UT-ID",Metropolitan Statistical Area,Central
18017,30900,"Logansport, IN",Micropolitan Statistical Area,Central
48183,30980,"Longview, TX",Metropolitan Statistical Area,Central
48203,30980,"Longview, TX",Metropolitan Statistical Area,Outlying
48401,30980,"Longview, TX",Metropolitan Statistical Area,Outlying
48459,30980,"Longview, TX",Metropolitan Statistical Area,Outlying
53015,31020,"Longview-Kelso, WA",Metropolitan Statistical Area,Central
35028,31060,"Los Alamos, NM",Micropolitan Statistical Area,Central
06059,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Central
06037,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Central
18019,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Central
18043,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Central
18061,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Outlying
18175,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Outlying
21029,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Central
21103,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Outlying
21111,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Central
21163,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Outlying
21179,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Outlying
21185,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Central
21211,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Outlying
21215,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Outlying
48079,31180,"Lubbock, TX",Metropolitan Statistical Area,Outlying
48107,31180,"Lubbock, TX",Metropolitan Statistical Area,Outlying
48169,31180,"Lubbock, TX",Metropolitan Statistical Area,Outlying
48219,31180,"Lubbock, TX",Metropolitan Statistical Area,Outlying
48303,31180,"Lubbock, TX",Metropolitan Statistical Area,Central
48305,31180,"Lubbock, TX",Metropolitan Statistical Area,Outlying
26105,31220,"Ludington, MI",Micropolitan Statistical Area,Central
48005,31260,"Lufkin, TX",Micropolitan Statistical Area,Central
37155,31300,"Lumberton, NC",Micropolitan Statistical Area,Central
51009,31340,"Lynchburg, VA",Metropolitan Statistical Area,Central
51011,31340,"Lynchburg, VA",Metropolitan Statistical Area,Outlying
51019,31340,"Lynchburg, VA",Metropolitan Statistical Area,Central
51031,31340,"Lynchburg, VA",Metropolitan Statistical Area,Central
51680,31340,"Lynchburg, VA",Metropolitan Statistical Area,Central
17109,31380,"Macomb, IL",Micropolitan Statistical Area,Central
13021,31420,"Macon-Bibb County, GA",Metropolitan Statistical Area,Central
13079,31420,"Macon-Bibb County, GA",Metropolitan Statistical Area,Outlying
13169,31420,"Macon-Bibb County, GA",Metropolitan Statistical Area,Outlying
13207,31420,"Macon-Bibb County, GA",Metropolitan Statistical Area,Outlying
13289,31420,"Macon-Bibb County, GA",Metropolitan Statistical Area,Outlying
18077,31500,"Madison, IN",Micropolitan Statistical Area,Central
55021,31540,"Madison, WI",Metropolitan Statistical Area,Outlying
55025,31540,"Madison, WI",Metropolitan Statistical Area,Central
55045,31540,"Madison, WI",Metropolitan Statistical Area,Outlying
55049,31540,"Madison, WI",Metropolitan Statistical Area,Outlying
21107,31580,"Madisonville, KY",Micropolitan Statistical Area,Central
05027,31620,"Magnolia, AR",Micropolitan Statistical Area,Central
05059,31680,"Malvern, AR",Micropolitan Statistical Area,Central
33011,31700,"Manchester-Nashua, NH",Metropolitan Statistical Area,Central
20061,31740,"Manhattan, KS",Metropolitan Statistical Area,Outlying
20149,31740,"Manhattan, KS",Metropolitan Statistical Area,Outlying
20161,31740,"Manhattan, KS",Metropolitan Statistical Area,Central
55071,31820,"Manitowoc, WI",Micropolitan Statistical Area,Central
27013,31860,"Mankato, MN",Metropolitan Statistical Area,Central
27103,31860,"Mankato, MN",Metropolitan Statistical Area,Central
39139,31900,"Mansfield, OH",Metropolitan Statistical Area,Central
39167,31930,"Marietta, OH",Micropolitan Statistical Area,Central
26109,31940,"Marinette, WI-MI",Micropolitan Statistical Area,Central
55075,31940,"Marinette, WI-MI",Micropolitan Statistical Area,Central
18053,31980,"Marion, IN",Micropolitan Statistical Area,Central
37111,32000,"Marion, NC",Micropolitan Statistical Area,Central
39101,32020,"Marion, OH",Micropolitan Statistical Area,Central
17199,32060,"Marion-Herrin, IL",Micropolitan Statistical Area,Central
26103,32100,"Marquette, MI",Micropolitan Statistical Area,Central
27083,32140,"Marshall, MN",Micropolitan Statistical Area,Central
29195,32180,"Marshall, MO",Micropolitan Statistical Area,Central
19127,32260,"Marshalltown, IA",Micropolitan Statistical Area,Central
47183,32280,"Martin, TN",Micropolitan Statistical Area,Central
51089,32300,"Martinsville, VA",Micropolitan Statistical Area,Central
51690,32300,"Martinsville, VA",Micropolitan Statistical Area,Central
29147,32340,"Maryville, MO",Micropolitan Statistical Area,Central
19033,32380,"Mason City, IA",Micropolitan Statistical Area,Central
19195,32380,"Mason City, IA",Micropolitan Statistical Area,Outlying
36089,32390,"Massena-Ogdensburg, NY",Micropolitan Statistical Area,Central
72023,32420,"Mayagüez, PR",Metropolitan Statistical Area,Central
72067,32420,"Mayagüez, PR",Metropolitan Statistical Area,Outlying
72079,32420,"Mayagüez, PR",Metropolitan Statistical Area,Central
72097,32420,"Mayagüez, PR",Metropolitan Statistical Area,Outlying
72121,32420,"Mayagüez, PR",Metropolitan Statistical Area,Central
72125,32420,"Mayagüez, PR",Metropolitan Statistical Area,Central
21083,32460,"Mayfield, KY",Micropolitan Statistical Area,Central
40121,32540,"McAlester, OK",Micropolitan Statistical Area,Central
48215,32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,Central
28113,32620,"McComb, MS",Micropolitan Statistical Area,Central
28147,32620,"McComb, MS",Micropolitan Statistical Area,Outlying
47177,32660,"McMinnville, TN",Micropolitan Statistical Area,Central
20113,32700,"McPherson, KS",Micropolitan Statistical Area,Central
42039,32740,"Meadville, PA",Micropolitan Statistical Area,Central
41029,32780,"Medford, OR",Metropolitan Statistical Area,Central
05035,32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Central
28009,32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Outlying
28033,32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Central
28093,32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Outlying
28137,32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Outlying
28143,32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Outlying
47047,32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Outlying
47157,32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Central
47167,32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Outlying
55033,32860,"Menomonie, WI",Micropolitan Statistical Area,Central
06047,32900,"Merced, CA",Metropolitan Statistical Area,Central
28023,32940,"Meridian, MS",Micropolitan Statistical Area,Outlying
28075,32940,"Meridian, MS",Micropolitan Statistical Area,Central
29007,33020,"Mexico, MO",Micropolitan Statistical Area,Central
40115,33060,"Miami, OK",Micropolitan Statistical Area,Central
12011,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Central
12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Central
12099,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Central
18091,33140,"Michigan City-La Porte, IN",Metropolitan Statistical Area,Central
21013,33180,"Middlesborough, KY",Micropolitan Statistical Area,Central
26111,33220,"Midland, MI",Metropolitan Statistical Area,Central
48317,33260,"Midland, TX",Metropolitan Statistical Area,Outlying
48329,33260,"Midland, TX",Metropolitan Statistical Area,Central
13009,33300,"Milledgeville, GA",Micropolitan Statistical Area,Central
55079,33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,Central
55089,33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,Outlying
55131,33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,Outlying
55133,33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,Central
22119,33380,"Minden, LA",Micropolitan Statistical Area,Central
48363,33420,"Mineral Wells, TX",Micropolitan Statistical Area,Central
27003,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Central
27019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Central
27025,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Outlying
